ID,PRE_POST,Mean,Variance,MESOR,Amplitude,Phase,Period,F,p,IS,IV,RA,source,sensor_flag,pct_zero,longest_zero_run_hours
11,PRE,4.503606965174128,3.7083056054314887,4.520095961520098,1.5284491382266723,356.23513176090523,24.0,31.037952485868825,9.248699814861204e-12,0.5961258143970615,0.6365513893702434,0.3745600000000003,#11 IR.csv,False,0.0,0.0
11,POST,3.595719351570416,5.199669201008339,3.5871649117426934,1.670585745377923,355.4154284128336,24.0,120.08849349222173,3.705596072880425e-45,0.35640909170812146,0.588809834999515,0.4262749739440723,#11 IR.csv,False,7.45,4.0
12,PRE,14.994776119402985,10.757232322098778,14.963269852223062,0.5768427379597826,106.00445362700309,24.0,1.0160133224507955,0.36487011036849426,0.23873301484869117,1.6702403527008667,0.055505899177690395,#12 IR.csv,False,0.0,0.0
12,POST,15.29336372847011,2.4865320809282725,15.29547009795595,0.26149831357695996,156.75686308285776,24.0,4.572821971808928,0.010660698544436383,0.054842453983393796,1.4759912569649853,0.017387608039997737,#12 IR.csv,False,0.15,1.0
15,PRE,2.96592039800995,4.006265103056148,3.01473132506526,1.7700263659194733,337.5436820582722,24.0,42.979586711052484,4.4515341822425714e-15,0.5717110478262065,1.1622620044825882,0.5634765044852372,#15 IR.csv,False,5.97,2.0
15,POST,3.4215045592705167,4.08220427775696,3.4093037892657163,1.7475760018079463,344.12759000445743,24.0,195.95220131453817,1.9928502846505426e-67,0.5014203803727512,0.9475359862317443,0.4629813580735069,#15 IR.csv,False,3.8,4.0
16,PRE,15.48233082706767,3.562482152350574,15.490739938428142,0.2541572988813923,215.40364247076562,24.0,0.5994082687436806,0.5506469761465163,0.1950384611360814,1.0035061802763192,0.0226779303970249,#16 IR.csv,False,0.0,0.0
16,POST,16.355699088145897,0.8086910461314183,16.357215107694685,0.25668507389559614,170.8216093849366,24.0,13.909857570154745,1.2128125896866016e-06,0.1005772972456159,1.77626160114653,0.014750887732499107,#16 IR.csv,False,0.0,0.0
17,PRE,3.069924812030075,2.8256879572669047,3.1077675041013237,1.3458807998528959,330.5061686333773,24.0,31.109982163907258,9.107850624162325e-12,0.6351570434702355,1.214240679754491,0.442549008269242,#17 IR.csv,False,0.75,1.0
17,POST,3.038323201621074,2.9216945796367493,3.0256144181531024,1.59717010463468,337.46731724540655,24.0,254.37477861648642,1.7784025810038396e-82,0.5448498772251764,1.013440024144658,0.47111703729192606,#17 IR.csv,False,1.82,4.0
18,PRE,17.33421052631579,7.743759746588694,17.286823117281877,1.07313459403553,129.35825312834456,24.0,5.233727010352089,0.006514734067393831,0.2088124951126927,1.0197033712729502,0.058091206093294254,#18 IR.csv,False,0.0,0.0
18,POST,18.32391084093212,1.3658386986172861,18.32858725202459,0.6131189685714135,159.79808191754142,24.0,52.33089689473164,8.23915203910282e-22,0.26040369383035766,1.3814854006654265,0.0293955882229267,#18 IR.csv,False,0.0,0.0
19,PRE,2.34501312335958,5.02028798483523,2.277353590548116,1.7985251263281679,6.817399785350169,24.0,29.994848935147843,2.3710848325365128e-11,0.6828089070356791,1.1505680120598085,0.8120716703822967,#19 IR.csv,False,7.09,4.0
19,POST,3.2997371188222924,6.351788591482927,3.2886231466633764,2.340763554608384,358.4975559840671,24.0,239.06997918678985,5.200784899276043e-78,0.5624194738150575,1.099383785184587,0.6692964398792045,#19 IR.csv,False,2.21,4.0
20,PRE,3.6706036745406823,5.219671325806495,3.629446223838173,2.288052358887372,337.07700163704646,24.0,60.646418495567396,4.2823560852491776e-19,0.7458618294715245,0.8271078906371115,0.5836838871295554,#20 IR.csv,False,0.0,0.0
